,Model Year,City,count
2092,2018,White Salmon,10
2093,2018,Wildomar,1
2094,2018,Wilkeson,1
2095,2018,Winlock,5
2096,2018,Winthrop,10
2097,2018,Woodinville,207
2098,2018,Woodland,17
2099,2018,Woodway,14
2100,2018,Yacolt,1
2101,2018,Yakima,68
2102,2018,Yarrow Point,15
2103,2018,Yelm,24
2104,2018,Zillah,1
2105,2019,Aberdeen,18
2106,2019,Acme,1
2107,2019,Airway Heights,1
2108,2019,Algona,3
2109,2019,Allyn,2
2110,2019,Amboy,2
2111,2019,Anacortes,43
2112,2019,Anderson Island,2
2113,2019,Arcadia,1
2114,2019,Arlington,31
2115,2019,Ashford,2
2116,2019,Auburn,137
2117,2019,Austin,1
2118,2019,Bainbridge Island,115
2119,2019,Battle Ground,37
2120,2019,Beaux Arts,4
2121,2019,Belfair,7
2122,2019,Bellevue,454
2123,2019,Bellingham,240
2124,2019,Benton City,5
2125,2019,Black Diamond,24
2126,2019,Blaine,29
2127,2019,Bonney Lake,46
2128,2019,Bothell,302
2129,2019,Bow,11
2130,2019,Bremerton,85
2131,2019,Brewster,2
2132,2019,Bridgeport Bar,1
2133,2019,Brier,16
2134,2019,Brush Prairie,22
2135,2019,Buckley,20
2136,2019,Burien,77
2137,2019,Burke,1
2138,2019,Burlington,11
2139,2019,Bz Corner,2
2140,2019,Camano Island,33
2141,2019,Camas,76
2142,2019,Carbonado,1
2143,2019,Carlton,2
2144,2019,Carnation,23
2145,2019,Carson,1
2146,2019,Cashmere,8
2147,2019,Castle Rock,6
2148,2019,Cathlamet,9
2149,2019,Centerville,1
2150,2019,Centralia,13
2151,2019,Chattaroy,1
2152,2019,Chehalis,13
2153,2019,Chelan,4
2154,2019,Cheney,13
2155,2019,Chewelah,2
2156,2019,Chimacum,1
2157,2019,Cinebar,1
2158,2019,Clarkston,1
2159,2019,Cle Elum,9
2160,2019,Clearlake,1
2161,2019,Clinton,18
2162,2019,Clyde Hill,21
2163,2019,Colbert,5
2164,2019,Colfax,1
2165,2019,College Place,4
2166,2019,Colorado Springs,2
2167,2019,Colton,1
2168,2019,Colville,1
2169,2019,Concrete,7
2170,2019,Connell,1
2171,2019,Copalis Beach,2
2172,2019,Coulee Dam,1
2173,2019,Coupeville,16
2174,2019,Covington,23
2175,2019,Cusick,1
2176,2019,Custer,1
2177,2019,Dallesport,3
2178,2019,Davenport,3
2179,2019,Decatur,1
2180,2019,Deer Park,3
2181,2019,Deming,1
2182,2019,Des Moines,25
2183,2019,Dupont,8
2184,2019,Duvall,31
2185,2019,East Wenatchee,21
2186,2019,Easton,1
2187,2019,Eastsound,30
2188,2019,Eatonville,10
2189,2019,Edgewood,20
2190,2019,Edmonds,127
2191,2019,Edwall,1
2192,2019,Elk,3
2193,2019,Ellensburg,23
2194,2019,Elma,10
2195,2019,Entiat,1
2196,2019,Enumclaw,32
2197,2019,Ephrata,5
2198,2019,Everett,164
2199,2019,Everson,4
2200,2019,Fairchild Air Force Base,2
2201,2019,Fall City,17
2202,2019,Federal Way,87
2203,2019,Ferndale,17
2204,2019,Fife,3
2205,2019,Fircrest,7
2206,2019,Ford,1
2207,2019,Forks,3
2208,2019,Fort Belvoir,1
2209,2019,Fort Gregg Adams,1
2210,2019,Fort Leavenworth,1
2211,2019,Fox Island,15
2212,2019,Fredericksburg,1
2213,2019,Freeland,14
2214,2019,Friday Harbor,31
2215,2019,Gig Harbor,128
2216,2019,Glacier,2
2217,2019,Gold Bar,3
2218,2019,Goldendale,4
2219,2019,Graham,23
2220,2019,Grand Coulee,1
2221,2019,Grandview,2
2222,2019,Granger,1
2223,2019,Granite Falls,7
2224,2019,Grapeview,3
2225,2019,Grayland,1
2226,2019,Grays River,1
2227,2019,Green Bay,1
2228,2019,Greenacres,10
2229,2019,Greenbank,4
2230,2019,Hansville,3
2231,2019,Holden Village,1
2232,2019,Hoodsport,3
2233,2019,Hoquiam,4
2234,2019,Hunts Point,4
2235,2019,Husum,3
2236,2019,Hyde Park,1
2237,2019,Indianola,6
2238,2019,Irvine,1
2239,2019,Issaquah,148
2240,2019,Joint Base Lewis Mcchord,2
2241,2019,Kalama,8
2242,2019,Kapowsin,1
2243,2019,Kelso,12
2244,2019,Kenmore,65
2245,2019,Kennewick,74
2246,2019,Kent,157
2247,2019,Kettle Falls,4
2248,2019,Keyport,1
2249,2019,Kingston,14
2250,2019,Kirkland,303
2251,2019,La Center,14
2252,2019,La Conner,5
2253,2019,Lacey,64
2254,2019,Lake Forest Park,43
2255,2019,Lake Stevens,71
2256,2019,Lake Tapps,19
2257,2019,Lakebay,8
2258,2019,Lakewood,53
2259,2019,Langley,18
2260,2019,Leavenworth,21
2261,2019,Liberty Lake,12
2262,2019,Long Beach,3
2263,2019,Longbranch,2
2264,2019,Longview,14
2265,2019,Loon Lake,1
2266,2019,Lopez Island,18
2267,2019,Lummi Island,5
2268,2019,Lyle,3
2269,2019,Lynden,10
2270,2019,Lynnwood,161
2271,2019,Mabton,2
2272,2019,Malaga,2
2273,2019,Manson,5
2274,2019,Maple Falls,2
2275,2019,Maple Valley,75
2276,2019,Marysville,95
2277,2019,Mattawa,1
2278,2019,Mazama,1
2279,2019,McChord AFB,1
2280,2019,Mccleary,4
2281,2019,Mead,4
2282,2019,Medical Lake,6
2283,2019,Medina,26
2284,2019,Mercer Island,139
2285,2019,Mica,1
2286,2019,Mill Creek,35
2287,2019,Milton,5
2288,2019,Mineral,1
2289,2019,Minneapolis,1
2290,2019,Moclips,1
2291,2019,Monroe,44
2292,2019,Montesano,9
2293,2019,Moorpark,1
2294,2019,Moses Lake,20
2295,2019,Mossyrock,3
2296,2019,Mount Vernon,53
2297,2019,Mountlake Terrace,34
2298,2019,Moxee,3
2299,2019,Mukilteo,35
2300,2019,Naches,2
2301,2019,Napavine,1
2302,2019,Naselle,1
2303,2019,Nespelem,1
2304,2019,Newcastle,45
2305,2019,Newington,1
2306,2019,Newman Lake,1
2307,2019,Newport,1
2308,2019,Nine Mile Falls,11
2309,2019,Nordland,3
2310,2019,Normandy Park,16
2311,2019,North Bend,37
2312,2019,North Bonneville,1
2313,2019,Oak Harbor,36
2314,2019,Oakville,2
2315,2019,Ocean Park,2
2316,2019,Ocean Shores,4
2317,2019,Olalla,3
2318,2019,Olga,2
2319,2019,Olympia,313
2320,2019,Orcas Is,1
2321,2019,Orondo,4
2322,2019,Oroville,2
2323,2019,Orting,9
2324,2019,Othello,2
2325,2019,Otis Orchards,2
2326,2019,Outlook,1
2327,2019,Pacific,5
2328,2019,Packwood,2
2329,2019,Palisades,1
2330,2019,Palouse,1
2331,2019,Parkland,5
2332,2019,Pasco,46
2333,2019,Peshastin,2
2334,2019,Point Roberts,3
2335,2019,Port Angeles,48
2336,2019,Port Ludlow,10
2337,2019,Port Orchard,79
2338,2019,Port Townsend,62
2339,2019,Portsmouth,1
2340,2019,Poulsbo,56
2341,2019,Preston,1
2342,2019,Prosser,5
2343,2019,Pullman,19
2344,2019,Puyallup,74
2345,2019,Quilcene,3
2346,2019,Quincy,6
2347,2019,Rainier,5
2348,2019,Ravensdale,7
2349,2019,Raymond,2
2350,2019,Reardan,1
2351,2019,Redmond,342
2352,2019,Renton,233
2353,2019,Republic,2
2354,2019,Richland,71
2355,2019,Ridgefield,60
2356,2019,Ritzville,1
2357,2019,Riverside,1
2358,2019,Rochester,4
2359,2019,Rock Island,1
2360,2019,Ronald,4
2361,2019,Roseville,1
2362,2019,Roslyn,1
2363,2019,Roy,10
2364,2019,Royal City,1
2365,2019,Sammamish,291
2366,2019,Santa Clara,1
2367,2019,Sarasota,1
2368,2019,Seabeck,3
2369,2019,Seatac,30
2370,2019,Seattle,2002
2371,2019,Seaview,1
2372,2019,Sedro Woolley,2
2373,2019,Sedro-Woolley,11
2374,2019,Selah,8
2375,2019,Sequim,57
2376,2019,Shaw Island,1
2377,2019,Shelton,48
2378,2019,Shoreline,141
2379,2019,Silverdale,18
2380,2019,Smiths Station,1
2381,2019,Snohomish,123
2382,2019,Snoqualmie,48
2383,2019,Snowden,1
2384,2019,Soap Lake,2
2385,2019,South Hill,31
2386,2019,Southlake,1
2387,2019,Spanaway,33
2388,2019,Spangle,2
2389,2019,Spokane,141
2390,2019,Spokane Valley,51
2391,2019,Springdale,2
2392,2019,Stanwood,23
2393,2019,Steilacoom,10
2394,2019,Stevenson,5
2395,2019,Sultan,15
2396,2019,Sumas,1
2397,2019,Sumner,6
2398,2019,Sunnyside,2
2399,2019,Suquamish,7
2400,2019,Surfside,4
2401,2019,Tacoma,258
2402,2019,Tahuya,2
2403,2019,Tenino,8
2404,2019,Thorp,1
2405,2019,Tieton,2
2406,2019,Tokeland,1
2407,2019,Toledo,6
2408,2019,Toppenish,1
2409,2019,Touchet,1
2410,2019,Trout Lake,3
2411,2019,Tukwila,21
2412,2019,Tumwater,51
2413,2019,Twisp,2
2414,2019,Underwood,1
2415,2019,Union,3
2416,2019,Union Gap,4
2417,2019,University Place,40
2418,2019,Valley,1
2419,2019,Valleyford,4
2420,2019,Vancouver,402
2421,2019,Vashon,36
2422,2019,Vaughn,2
2423,2019,Veradale,3
2424,2019,Virginia Beach,1
2425,2019,Walla Walla,21
2426,2019,Walnut Creek,1
2427,2019,Wapato,3
2428,2019,Warden,1
2429,2019,Washougal,37
2430,2019,Waterville,1
2431,2019,Wenatchee,26
2432,2019,West Richland,26
2433,2019,Westport,1
2434,2019,White Salmon,9
2435,2019,Wilkeson,1
2436,2019,Winlock,6
2437,2019,Winthrop,5
2438,2019,Woodinville,158
2439,2019,Woodland,16
2440,2019,Woodway,9
2441,2019,Yacolt,2
2442,2019,Yakima,43
2443,2019,Yarrow Point,10
2444,2019,Yelm,21
2445,2019,Zillah,2
2446,2020,Aberdeen,15
2447,2020,Airway Heights,4
2448,2020,Alexandria,1
2449,2020,Algona,2
2450,2020,Allyn,5
2451,2020,Anacortes,47
2452,2020,Anderson Island,5
2453,2020,Apache Junction,1
2454,2020,Ariel,2
2455,2020,Arlington,54
2456,2020,Ashford,1
2457,2020,Asotin,2
2458,2020,Auburn,137
2459,2020,Bainbridge Island,124
2460,2020,Baring,1
2461,2020,Battle Ground,36
2462,2020,Beaux Arts,1
2463,2020,Belfair,14
2464,2020,Bellevue,540
2465,2020,Bellingham,238
2466,2020,Benton City,7
2467,2020,Bingen,2
2468,2020,Black Diamond,22
2469,2020,Blaine,32
2470,2020,Boca Raton,1
2471,2020,Bonney Lake,74
2472,2020,Bothell,324
2473,2020,Bow,5
2474,2020,Bremerton,100
2475,2020,Bridgeport Bar,1
2476,2020,Brier,18
2477,2020,Brinnon,2
2478,2020,Brush Prairie,21
2479,2020,Buckley,21
2480,2020,Burbank,1
2481,2020,Burien,71
2482,2020,Burlington,11
2483,2020,Camano Island,42
2484,2020,Camarillo,1
2485,2020,Camas,98
2486,2020,Carbonado,2
2487,2020,Carnation,22
2488,2020,Carson,4
2489,2020,Cashmere,5
2490,2020,Castle Rock,9
2491,2020,Cathlamet,6
2492,2020,Centralia,11
2493,2020,Chattaroy,1
2494,2020,Chehalis,16
2495,2020,Chelan,14
2496,2020,Cheney,12
2497,2020,Chesapeake,1
2498,2020,Chimacum,1
2499,2020,Chula Vista,1
2500,2020,Clallam Bay,2
2501,2020,Clarkston,3
2502,2020,Cle Elum,16
2503,2020,Clinton,22
2504,2020,Clyde Hill,23
2505,2020,Colbert,13
2506,2020,Colfax,1
2507,2020,College Place,6
2508,2020,Colville,3
2509,2020,Concrete,3
2510,2020,Connell,5
2511,2020,Copalis Beach,1
2512,2020,Copalis Crossing,1
2513,2020,Corpus Christi,1
2514,2020,Cosmopolis,2
2515,2020,Coulee City,1
2516,2020,Coulee Dam,1
2517,2020,Coupeville,19
2518,2020,Covington,46
2519,2020,Dallesport,1
2520,2020,Darrington,2
2521,2020,Davenport,1
2522,2020,Deer Meadows,1
2523,2020,Deer Park,9
2524,2020,Des Moines,37
2525,2020,Dupont,11
2526,2020,Duvall,43
2527,2020,East Wenatchee,19
2528,2020,Easton,3
2529,2020,Eastsound,17
2530,2020,Eatonville,12
2531,2020,Edgewood,19
2532,2020,Edmonds,129
2533,2020,Edwall,1
2534,2020,El Paso,1
2535,2020,Ellensburg,28
2536,2020,Elma,5
2537,2020,Endicott,1
2538,2020,Entiat,5
2539,2020,Enumclaw,33
2540,2020,Ephrata,3
2541,2020,Ethel,1
2542,2020,Everett,203
2543,2020,Everson,11
2544,2020,Fairchild Air Force Base,1
2545,2020,Fall City,20
2546,2020,Falls Church,1
2547,2020,Federal Way,106
2548,2020,Ferndale,26
2549,2020,Fife,9
2550,2020,Fircrest,10
2551,2020,Forks,2
2552,2020,Fort Benning,1
2553,2020,Fort Bragg,1
2554,2020,Fox Island,14
2555,2020,Freeland,8
2556,2020,Friday Harbor,36
2557,2020,Gardiner,1
2558,2020,Garfield,1
2559,2020,Gig Harbor,139
2560,2020,Glacier,1
2561,2020,Glenoma,1
2562,2020,Gold Bar,5
2563,2020,Goldendale,2
2564,2020,Graham,28
2565,2020,Grandview,5
2566,2020,Granite Falls,9
2567,2020,Grapeview,1
2568,2020,Grays River,2
2569,2020,Greenacres,6
2570,2020,Greenbank,11
2571,2020,Hansville,5
2572,2020,Hatton,1
2573,2020,Henderson,1
2574,2020,Hoodsport,4
2575,2020,Hoquiam,6
2576,2020,Houston,1
2577,2020,Hunters,1
2578,2020,Hunts Point,6
2579,2020,Husum,2
2580,2020,Index,1
2581,2020,Indianola,6
2582,2020,Issaquah,178
2583,2020,Joint Base Lewis Mcchord,8
2584,2020,Joint Base Mdl,1
2585,2020,Kalama,16
2586,2020,Kelso,17
2587,2020,Kenmore,75
2588,2020,Kennewick,82
2589,2020,Kent,181
2590,2020,Kettle Falls,2
2591,2020,Kingston,23
2592,2020,Kirkland,361
2593,2020,La Center,15
2594,2020,La Conner,8
2595,2020,Lacey,59
2596,2020,Lake Forest,1
2597,2020,Lake Forest Park,45
2598,2020,Lake Stevens,99
2599,2020,Lake Tapps,29
2600,2020,Lakebay,4
2601,2020,Lakewood,58
2602,2020,Langley,30
2603,2020,Las Vegas,2
2604,2020,Latah,1
2605,2020,Leavenworth,21
2606,2020,Liberty Lake,9
2607,2020,Lilliwaup,2
2608,2020,Long Beach,2
2609,2020,Longbranch,1
2610,2020,Longview,27
2611,2020,Loon Lake,1
2612,2020,Lopez Island,5
2613,2020,Los Angeles,2
2614,2020,Lummi Island,6
2615,2020,Lyle,1
2616,2020,Lynden,11
2617,2020,Lynnwood,157
2618,2020,Mabton,1
2619,2020,Malaga,1
2620,2020,Manson,8
2621,2020,Maple Valley,77
2622,2020,Marietta,1
2623,2020,Marysville,94
2624,2020,Mattawa,3
2625,2020,Mazama,2
2626,2020,Mccleary,2
2627,2020,Mead,4
2628,2020,Medical Lake,6
2629,2020,Medina,22
2630,2020,Mercer Island,166
2631,2020,Mesa,1
2632,2020,Mill Creek,52
2633,2020,Milton,8
2634,2020,Mineral,2
2635,2020,Moclips,2
2636,2020,Monroe,64
2637,2020,Montesano,3
2638,2020,Moses Lake,26
2639,2020,Mossyrock,3
2640,2020,Mount Vernon,54
2641,2020,Mountlake Terrace,35
2642,2020,Moxee,1
2643,2020,Mukilteo,33
2644,2020,Mystic,1
2645,2020,Naches,2
2646,2020,Nahcotta,1
2647,2020,Napavine,1
2648,2020,Naselle,4
2649,2020,Newcastle,53
2650,2020,Newman Lake,2
2651,2020,Newport,6
2652,2020,Nine Mile Falls,6
2653,2020,Nooksack,1
2654,2020,Nordland,4
2655,2020,Normandy Park,19
2656,2020,North Bend,50
2657,2020,North Bonneville,2
2658,2020,Oak Harbor,30
2659,2020,Oakville,3
2660,2020,Ocean Park,1
2661,2020,Ocean Shores,6
2662,2020,Oceanside,1
2663,2020,Olalla,7
2664,2020,Olga,3
2665,2020,Olympia,333
2666,2020,Onalaska,2
2667,2020,Orcas,1
2668,2020,Orcas Is,1
2669,2020,Orondo,4
2670,2020,Orting,20
2671,2020,Othello,7
2672,2020,Otis Orchards,2
2673,2020,Outlook,2
2674,2020,Oysterville,1
2675,2020,Pacific,8
2676,2020,Pacific Beach,1
2677,2020,Packwood,4
2678,2020,Palouse,1
2679,2020,Parker,1
2680,2020,Parkland,5
2681,2020,Pasco,57
2682,2020,Pe Ell,1
2683,2020,Peshastin,1
2684,2020,Pittsburgh,1
2685,2020,Pocatello,1
2686,2020,Point Roberts,6
2687,2020,Port Angeles,39
2688,2020,Port Hadlock,4
2689,2020,Port Ludlow,15
2690,2020,Port Orchard,78
2691,2020,Port Townsend,55
2692,2020,Portsmouth,1
2693,2020,Poulsbo,45
2694,2020,Preston,1
2695,2020,Prosser,10
2696,2020,Pullman,15
2697,2020,Puyallup,97
2698,2020,Quilcene,6
2699,2020,Quinault,1
2700,2020,Quincy,9
2701,2020,Rainier,7
2702,2020,Randle,2
2703,2020,Rathdrum,1
2704,2020,Ravensdale,12
2705,2020,Raymond,6
2706,2020,Redmond,361
2707,2020,Renton,279
2708,2020,Republic,3
2709,2020,Reston,1
2710,2020,Richland,87
2711,2020,Ridgefield,75
2712,2020,Ritzville,1
2713,2020,Rochester,5
2714,2020,Rockport,1
2715,2020,Ronald,2
2716,2020,Rosalia,1
2717,2020,Roseville,1
2718,2020,Roslyn,2
2719,2020,Roy,7
2720,2020,Ruston,4
2721,2020,Saint Louis,1
2722,2020,Salem,1
2723,2020,Sammamish,308
2724,2020,San Diego,1
2725,2020,San Francisco,1
2726,2020,Seabeck,7
2727,2020,Seatac,35
2728,2020,Seattle,2146
2729,2020,Seaview,2
2730,2020,Sedro Woolley,5
2731,2020,Sedro-Woolley,21
2732,2020,Sekiu,1
2733,2020,Selah,4
2734,2020,Sequim,35
2735,2020,Shaw Island,1
2736,2020,Shelton,29
2737,2020,Shoreline,136
2738,2020,Silver Creek,1
2739,2020,Silverdale,33
2740,2020,Silverlake,4
2741,2020,Skamokawa,2
2742,2020,Skykomish,1
2743,2020,Snohomish,152
2744,2020,Snoqualmie,54
2745,2020,Snoqualmie Pass,2
2746,2020,Snowden,1
2747,2020,South Cle Elum,1
2748,2020,South Hill,44
2749,2020,South Prairie,1
2750,2020,Spanaway,34
2751,2020,Spangle,1
2752,2020,Sparks,1
2753,2020,Spokane,203
2754,2020,Spokane Valley,41
2755,2020,Springfield,1
2756,2020,Stanwood,36
2757,2020,Steilacoom,11
2758,2020,Stevenson,1
2759,2020,Sultan,16
2760,2020,Sumas,1
2761,2020,Sumner,8
2762,2020,Sunnyside,7
2763,2020,Suquamish,5
2764,2020,Tacoma,276
2765,2020,Taholah,1
2766,2020,Tahuya,4
2767,2020,Tenino,5
2768,2020,Tieton,1
2769,2020,Toledo,6
2770,2020,Tonasket,1
2771,2020,Toppenish,2
2772,2020,Touchet,1
2773,2020,Tukwila,37
2774,2020,Tulalip,1
2775,2020,Tumwater,40
2776,2020,Twisp,7
2777,2020,Underwood,2
2778,2020,Union Gap,1
2779,2020,University Place,57
2780,2020,Valleyford,2
2781,2020,Vancouver,474
2782,2020,Vashon,53
2783,2020,Vaughn,3
2784,2020,Veradale,3
2785,2020,Waitsburg,1
2786,2020,Walla Walla,33
2787,2020,Wapato,2
2788,2020,Warden,1
2789,2020,Washougal,36
2790,2020,Waynesville,1
2791,2020,Wenatchee,35
2792,2020,West Richland,15
2793,2020,Westfield,1
2794,2020,Westport,2
2795,2020,White Salmon,18
2796,2020,Winlock,7
2797,2020,Winthrop,8
2798,2020,Wishram,1
2799,2020,Woodinville,150
2800,2020,Woodland,18
2801,2020,Woodway,8
2802,2020,Yacolt,2
2803,2020,Yakima,55
2804,2020,Yarrow Point,9
2805,2020,Yelm,17
2806,2020,Zillah,2
2807,2021,Aberdeen,17
2808,2021,Aberdeen Proving Ground,1
2809,2021,Acme,1
2810,2021,Airway Heights,3
2811,2021,Alameda,1
2812,2021,Algona,2
2813,2021,Allyn,13
2814,2021,Anacortes,97
2815,2021,Anderson Island,5
2816,2021,Arlington,79
2817,2021,Ashford,1
2818,2021,Auburn,232
2819,2021,Bainbridge Island,215
2820,2021,Baring,1
2821,2021,Battle Ground,65
2822,2021,Beaux Arts,8
2823,2021,Belfair,15
2824,2021,Bellevue,872
2825,2021,Bellingham,348
2826,2021,Benton City,5
2827,2021,Berkeley,1
2828,2021,Bingen,2
2829,2021,Black Diamond,37
2830,2021,Blaine,47
2831,2021,Bonney Lake,131
2832,2021,Bothell,647
2833,2021,Bow,20
2834,2021,Bremerton,150
2835,2021,Brewster,3
2836,2021,Brier,24
2837,2021,Brinnon,1
2838,2021,Brush Prairie,38
2839,2021,Buckley,31
2840,2021,Buena,1
2841,2021,Buffalo Grove,1
2842,2021,Bunnlevel,1
2843,2021,Burbank,5
2844,2021,Burien,101
2845,2021,Burlington,23
2846,2021,Bz Corner,2
2847,2021,California City,1
2848,2021,Camano Island,61
2849,2021,Camas,198
2850,2021,Carbonado,1
2851,2021,Carlton,1
2852,2021,Carnation,49
2853,2021,Carson,3
2854,2021,Cashmere,6
2855,2021,Castle Rock,15
2856,2021,Cathedral City,1
2857,2021,Cathlamet,3
2858,2021,Cave Creek,1
2859,2021,Centralia,26
2860,2021,Chantilly,1
2861,2021,Chattaroy,5
2862,2021,Chehalis,32
2863,2021,Chelan,17
2864,2021,Cheney,21
2865,2021,Chewelah,5
2866,2021,Chimacum,4
2867,2021,Chula Vista,3
2868,2021,Clarkston,7
2869,2021,Clayton,1
2870,2021,Cle Elum,27
2871,2021,Clinton,44
2872,2021,Clyde Hill,21
2873,2021,Colbert,15
2874,2021,Colfax,3
2875,2021,College Place,9
2876,2021,Colorado Springs,2
2877,2021,Colville,5
2878,2021,Concrete,2
2879,2021,Connell,1
2880,2021,Cosmopolis,3
2881,2021,Coulee City,1
2882,2021,Coupeville,24
2883,2021,Covington,87
2884,2021,Cowiche,1
2885,2021,Curlew,1
2886,2021,Curtis,1
2887,2021,Custer,5
2888,2021,Dallesport,2
2889,2021,Davenport,2
2890,2021,Dayton,1
2891,2021,Deer Park,9
2892,2021,Deming,2
2893,2021,Des Moines,80
2894,2021,Dupont,12
2895,2021,Duvall,73
2896,2021,Eagle River,1
2897,2021,East Wenatchee,30
2898,2021,Easton,3
2899,2021,Eastsound,25
2900,2021,Eatonville,18
2901,2021,Edgewood,37
2902,2021,Edmonds,223
2903,2021,Elbe,1
2904,2021,Elk,2
2905,2021,Ellensburg,42
2906,2021,Elma,10
2907,2021,Eltopia,2
2908,2021,Entiat,2
2909,2021,Enumclaw,42
2910,2021,Ephrata,14
2911,2021,Ethel,1
2912,2021,Everett,287
2913,2021,Everson,9
2914,2021,Ewa Beach,1
2915,2021,Fairchild Air Force Base,1
2916,2021,Fall City,32
2917,2021,Fallbrook,1
2918,2021,Federal Way,201
2919,2021,Ferndale,57
2920,2021,Fife,20
2921,2021,Fircrest,28
2922,2021,Forks,2
2923,2021,Fort Bragg,1
2924,2021,Fort Irwin,1
2925,2021,Fort Knox,1
2926,2021,Fox Island,23
2927,2021,Freeland,27
2928,2021,Fresno,1
2929,2021,Friday Harbor,40
2930,2021,Gales Ferry,1
2931,2021,Garfield,1
2932,2021,Gig Harbor,241
2933,2021,Glacier,2
2934,2021,Glenoma,2
2935,2021,Gold Bar,9
2936,2021,Goldendale,2
2937,2021,Graham,36
2938,2021,Grandview,7
2939,2021,Granger,1
2940,2021,Granite Falls,14
2941,2021,Grapeview,8
2942,2021,Grays River,1
2943,2021,Great Lakes,1
2944,2021,Greenacres,17
2945,2021,Greenbank,7
2946,2021,Grovetown,1
2947,2021,Hansville,11
2948,2021,Henrico,1
2949,2021,Herndon,1
2950,2021,Highland Park,1
2951,2021,Honolulu,1
2952,2021,Hoodsport,4
2953,2021,Hoquiam,5
2954,2021,Hunts Point,4
2955,2021,Husum,3
2956,2021,Ilwaco,1
2957,2021,Index,3
2958,2021,Indianola,6
2959,2021,Ione,1
2960,2021,Issaquah,325
2961,2021,Joint Base Lewis Mcchord,13
2962,2021,Kalama,15
2963,2021,Kansas City,1
2964,2021,Kapowsin,1
2965,2021,Kelso,28
2966,2021,Kenmore,114
2967,2021,Kennewick,137
2968,2021,Kent,280
2969,2021,Kettle Falls,3
2970,2021,Keyport,1
2971,2021,Kingston,35
2972,2021,Kirkland,604
2973,2021,Kittitas,1
2974,2021,La Center,13
2975,2021,La Conner,14
2976,2021,La Mesa,1
2977,2021,Lacey,117
2978,2021,Lafayette,1
2979,2021,Lake Forest Park,92
2980,2021,Lake Stevens,186
2981,2021,Lake Tapps,42
2982,2021,Lakebay,10
2983,2021,Lakewood,75
2984,2021,Lancaster,1
2985,2021,Langley,36
2986,2021,Leavenworth,33
2987,2021,Liberty Lake,26
2988,2021,Lilliwaup,2
2989,2021,Lincoln,1
2990,2021,Long Beach,5
2991,2021,Longbranch,3
2992,2021,Longview,44
2993,2021,Loon Lake,1
2994,2021,Lopez Island,8
2995,2021,Lummi Island,4
2996,2021,Lyle,2
2997,2021,Lynden,33
2998,2021,Lynnwood,338
2999,2021,Mabton,2
3000,2021,Malaga,4
3001,2021,Manassas,1
3002,2021,Manson,10
3003,2021,Maple Falls,3
3004,2021,Maple Valley,154
3005,2021,Marblemount,1
3006,2021,Marlin,1
3007,2021,Maryhill,1
3008,2021,Marysville,164
3009,2021,Mattawa,3
3010,2021,Mazama,2
3011,2021,Mccleary,5
3012,2021,Mead,9
3013,2021,Medical Lake,5
3014,2021,Medina,34
3015,2021,Menlo,2
3016,2021,Mercer Island,267
3017,2021,Mesa,1
3018,2021,Methow,1
3019,2021,Mill Creek,68
3020,2021,Milton,12
3021,2021,Mineral,1
3022,2021,Moclips,1
3023,2021,Monroe,91
3024,2021,Montesano,14
3025,2021,Moreno Valley,1
3026,2021,Morton,2
3027,2021,Moses Lake,44
3028,2021,Mossyrock,3
3029,2021,Mount Vernon,78
3030,2021,Mountlake Terrace,48
3031,2021,Moxee,2
3032,2021,Moyock,1
3033,2021,Mukilteo,96
3034,2021,Naches,3
3035,2021,Naselle,2
3036,2021,Neah Bay,1
3037,2021,Newcastle,95
3038,2021,Newman Lake,4
3039,2021,Newport,8
3040,2021,Nine Mile Falls,12
3041,2021,Nooksack,1
3042,2021,Nordland,3
3043,2021,Normandy Park,33
3044,2021,North Bend,98
3045,2021,North Bonneville,1
3046,2021,Oak Harbor,62
3047,2021,Oakesdale,1
3048,2021,Oakville,3
3049,2021,Ocean Park,6
3050,2021,Ocean Shores,21
3051,2021,Ocean Springs,1
3052,2021,Oceanside,1
3053,2021,Olalla,16
3054,2021,Olga,3
3055,2021,Olympia,451
3056,2021,Omak,3
3057,2021,Onalaska,6
3058,2021,Orcas,1
3059,2021,Orondo,7
3060,2021,Oroville,3
3061,2021,Orting,17
3062,2021,Othello,3
3063,2021,Otis Orchards,4
3064,2021,Outlook,4
3065,2021,Owings,1
3066,2021,Oysterville,1
3067,2021,Pacific,7
3068,2021,Pacific Beach,2
3069,2021,Pacific Palisades,1
3070,2021,Packwood,1
3071,2021,Palo Alto,1
3072,2021,Palouse,2
3073,2021,Parker,1
3074,2021,Parkland,11
3075,2021,Pasadena,1
3076,2021,Pasco,91
3077,2021,Peshastin,5
3078,2021,Philadelphia,1
3079,2021,Phoenix,1
3080,2021,Point Roberts,8
3081,2021,Pomeroy,1
3082,2021,Port Angeles,52
3083,2021,Port Hadlock,4
3084,2021,Port Ludlow,14
3085,2021,Port Orchard,122
3086,2021,Port Townsend,57
3087,2021,Portsmouth,1
3088,2021,Post Falls,1
3089,2021,Potomac,1
3090,2021,Poulsbo,103
3091,2021,Pouslbo,1
3092,2021,Prattville,1
3093,2021,Preston,5
3094,2021,Prosser,13
3095,2021,Pullman,34
3096,2021,Puyallup,153
3097,2021,Quilcene,10
3098,2021,Quincy,12
3099,2021,Rainier,8
3100,2021,Randle,1
